reservation_id,client_id,destination,booking_date,travel_date,duration_nights,n_travelers,price_per_night,total_price,nationality,client_age
RES012366,CLI03055,Fes,2024-01-16,2024-01-28,5,2,194.03,1115.67,Belgique,47
RES018109,CLI04513,Casablanca,2024-01-16,2024-05-10,5,3,463.34,3011.71,Maroc,36
RES015637,CLI01629,Tanger,2024-01-16,2024-03-12,2,4,136.46,395.73,Espagne,32
RES010285,CLI05933,Chefchaouen,2024-01-16,2024-01-29,4,4,192.57,1116.91,Espagne,19
RES019430,CLI00272,Tanger,2024-01-16,2024-01-19,6,2,134.96,931.22,Etats-Unis,29
RES008599,CLI05043,Tanger,2024-01-16,2024-03-23,4,2,147.02,676.29,France,41
RES009521,CLI05450,Chefchaouen,2024-01-16,2024-02-08,3,3,146.08,569.71,Allemagne,47
RES006710,CLI04280,Fes,2024-01-16,2024-02-19,4,4,195.72,1135.18,Royaume-Uni,37
RES020935,CLI04324,Chefchaouen,2024-01-16,2024-01-23,4,1,142.86,571.44,Belgique,49
RES002872,CLI04544,Merzouga,2024-01-17,2024-03-06,5,1,746.65,3733.25,Belgique,44
RES019916,CLI07377,Merzouga,2024-01-17,2024-01-27,7,2,82.64,665.25,Autre,30
RES008883,CLI05040,Fes,2024-01-17,2024-02-29,6,3,198.8,1550.64,Royaume-Uni,41
RES009394,CLI07328,Fes,2024-01-17,2024-01-23,6,2,242.84,1675.6,Royaume-Uni,40
RES016766,CLI01735,Essaouira,2024-01-17,2024-02-19,4,2,187.46,862.32,Etats-Unis,55
RES012648,CLI00187,Marrakech,2024-01-17,2024-02-02,8,1,232.97,1863.76,France,46
RES021335,CLI01609,Casablanca,2024-01-17,2024-01-18,2,1,173.97,347.94,France,27
RES023014,CLI06153,Marrakech,2024-01-17,2024-01-28,4,2,250.61,1152.81,Espagne,50
RES001363,CLI04334,Merzouga,2024-01-17,2024-02-07,6,2,233.1,1608.39,Maroc,32
RES012580,CLI04544,Essaouira,2024-01-17,2024-02-13,2,4,143.09,414.96,Royaume-Uni,31
RES009291,CLI05337,Fes,2024-01-18,2024-02-11,6,3,178.76,1394.33,France,43
RES023596,CLI04206,Chefchaouen,2024-01-18,2024-01-26,4,4,163.21,946.62,France,58
RES021191,CLI05687,Marrakech,2024-01-18,2024-01-28,5,2,226.99,1305.19,Royaume-Uni,46
RES006802,CLI04812,Tanger,2024-01-18,2024-02-14,5,6,95.89,839.04,Maroc,73
RES019794,CLI04980,Marrakech,2024-01-18,2024-02-05,2,3,123.19,320.29,Espagne,28
RES022032,CLI04744,Marrakech,2024-01-18,2024-03-17,8,4,720.79,8361.16,Espagne,37
RES004442,CLI04840,Tanger,2024-01-18,2024-02-15,2,2,170.94,393.16,France,31
RES018621,CLI03271,Marrakech,2024-01-18,2024-02-01,3,4,262.25,1140.79,France,20
RES019395,CLI06516,Marrakech,2024-01-18,2024-02-11,5,4,214.52,1555.27,Etats-Unis,26
RES009332,CLI04438,Fes,2024-01-19,2024-02-19,3,2,143.74,495.9,Maroc,39
RES008931,CLI07270,Tanger,2024-01-19,2024-01-22,1,4,144.43,209.42,Maroc,36
RES005031,CLI06294,Chefchaouen,2024-01-19,2024-05-17,4,3,565.36,2939.87,France,27
RES005409,CLI01534,Tanger,2024-01-19,2024-02-17,4,2,161.76,744.1,Maroc,33
RES001250,CLI04093,Essaouira,2024-01-19,2024-02-16,4,6,154.24,1079.68,France,38
RES006595,CLI05201,Fes,2024-01-19,2024-01-24,4,2,222.05,1021.43,Maroc,27
RES003024,CLI05800,Tanger,2024-01-19,2024-03-11,3,4,132.09,574.59,Royaume-Uni,36
RES009707,CLI01320,Chefchaouen,2024-01-19,2024-03-25,5,6,144.59,1265.16,Belgique,39
RES013384,CLI02936,Casablanca,2024-01-20,2024-02-19,4,2,218.08,1003.17,Allemagne,40
RES018126,CLI00437,Fes,2024-01-20,2024-02-16,5,4,146.42,1061.54,Maroc,55
RES000705,CLI04591,Fes,2024-01-20,2024-03-03,7,4,742.71,7538.51,Maroc,49
RES005174,CLI03950,Marrakech,2024-01-20,2024-05-21,1,3,759.25,987.02,France,44
RES006013,CLI06290,Marrakech,2024-01-20,2024-04-29,6,2,756.2,5217.78,Maroc,18
RES004334,CLI06703,Fes,2024-01-20,2024-04-11,5,6,623.46,5455.28,Maroc,51
RES015329,CLI07164,Marrakech,2024-01-20,2024-01-21,3,2,244.34,842.97,Maroc,45
RES017930,CLI02903,Casablanca,2024-01-20,2024-01-30,3,4,183.8,799.53,France,41
RES004525,CLI06093,Agadir,2024-01-20,2024-02-07,3,2,186.67,644.01,Royaume-Uni,29
RES014914,CLI06348,Fes,2024-01-20,2024-01-25,2,2,124.92,287.32,France,43
RES017743,CLI05018,Essaouira,2024-01-20,2024-02-01,7,3,113.28,1030.85,France,38
RES015201,CLI06444,Agadir,2024-01-20,2024-01-30,4,5,233.88,1496.83,France,33
RES015361,CLI07938,Marrakech,2024-01-21,2024-02-04,6,3,175.97,1372.57,France,33
RES017092,CLI04710,Tanger,2024-01-21,2024-03-19,7,4,177.22,1798.78,Belgique,31
RES022225,CLI04218,Agadir,2024-01-21,2024-02-10,1,1,169.62,169.62,Autre,23
RES023592,CLI02445,Marrakech,2024-01-21,2024-02-27,6,6,241.47,2535.43,France,32
RES023801,CLI03877,Essaouira,2024-01-21,2024-02-17,5,1,149.93,749.65,Allemagne,32
RES007607,CLI01899,Agadir,2024-01-21,2024-02-08,6,2,174.2,1201.98,Maroc,18
RES015122,CLI07911,Tanger,2024-01-21,2024-02-12,6,2,161.63,1115.25,Belgique,36
RES024782,CLI04987,Casablanca,2024-01-21,2024-01-28,2,4,192.01,556.83,Etats-Unis,38
RES012387,CLI07759,Agadir,2024-01-21,2024-05-06,5,1,229.72,1148.6,Espagne,18
RES023150,CLI03948,Essaouira,2024-01-22,2024-02-16,5,3,223.22,1450.93,Maroc,45
RES015774,CLI04822,Marrakech,2024-01-22,2024-01-30,6,4,258.69,2250.6,Espagne,33
RES013044,CLI04315,Marrakech,2024-01-22,2024-02-16,6,2,273.32,1885.91,Maroc,44
RES002999,CLI00417,Essaouira,2024-01-22,2024-03-27,4,1,141.47,565.88,Etats-Unis,37
RES002628,CLI05487,Marrakech,2024-01-22,2024-02-22,4,2,238.23,1095.86,Belgique,25
RES003270,CLI05845,Marrakech,2024-01-22,2024-03-07,9,1,620.38,5583.42,Royaume-Uni,40
RES018755,CLI05247,Merzouga,2024-01-22,2024-01-31,3,6,266.31,1398.13,Maroc,37
RES023758,CLI00974,Fes,2024-01-22,2024-02-12,7,4,171.23,1737.98,Royaume-Uni,49
RES024833,CLI07273,Essaouira,2024-01-23,2024-03-08,1,4,186.92,271.03,Royaume-Uni,45
RES004161,CLI03210,Tanger,2024-01-23,2024-02-13,5,2,195.75,1125.56,Maroc,56
RES017803,CLI01448,Marrakech,2024-01-23,2024-02-03,4,2,225.97,1039.46,Maroc,23
RES013217,CLI06216,Essaouira,2024-01-23,2024-01-27,4,2,169.8,781.08,France,34
RES002389,CLI07142,Marrakech,2024-01-23,2024-03-30,4,2,669.93,3081.68,Espagne,35
RES020612,CLI06151,Marrakech,2024-01-23,2024-02-08,7,2,225.64,1816.4,Maroc,38
RES013680,CLI05127,Merzouga,2024-01-23,2024-03-29,5,4,857.36,6215.86,Royaume-Uni,24
RES003363,CLI05295,Merzouga,2024-01-23,2024-04-12,8,4,786.34,9121.54,France,39
RES002573,CLI05441,Marrakech,2024-01-23,2024-01-28,6,3,188.16,1467.65,Maroc,32
RES020119,CLI04644,Chefchaouen,2024-01-23,2024-02-05,3,2,164.76,568.42,Maroc,36
RES013245,CLI07355,Fes,2024-01-24,2024-02-13,4,4,199.12,1154.9,France,32
RES017172,CLI04404,Casablanca,2024-01-24,2024-01-30,7,1,153.47,1074.29,Maroc,38
RES001154,CLI08186,Agadir,2024-01-24,2024-01-26,7,4,181.78,1845.07,France,33
RES003880,CLI00452,Marrakech,2024-01-24,2024-02-16,5,2,264.25,1519.44,Royaume-Uni,36
RES021473,CLI08053,Marrakech,2024-01-24,2024-03-15,4,5,642.78,4113.79,Maroc,45
RES007620,CLI03894,Chefchaouen,2024-01-24,2024-02-28,5,4,105.63,765.82,Allemagne,39
RES019976,CLI07625,Essaouira,2024-01-24,2024-02-13,5,2,122.44,704.03,Belgique,22
RES020608,CLI05023,Tanger,2024-01-25,2024-03-08,5,3,155.31,1009.51,Allemagne,47
RES001415,CLI06924,Essaouira,2024-01-25,2024-01-28,5,3,199.02,1293.63,Royaume-Uni,34
RES020596,CLI06518,Casablanca,2024-01-25,2024-02-20,5,2,130.9,752.67,Etats-Unis,31
RES017395,CLI00394,Tanger,2024-01-25,2024-02-21,9,1,147.9,1331.1,Maroc,44
RES011995,CLI05332,Merzouga,2024-01-25,2024-01-26,6,5,142.89,1371.74,Royaume-Uni,18
RES021164,CLI04401,Marrakech,2024-01-25,2024-04-05,4,2,639.22,2940.41,France,36
RES005272,CLI04746,Merzouga,2024-01-25,2024-02-04,3,5,276.77,1328.5,France,41
RES022343,CLI01745,Marrakech,2024-01-25,2024-03-28,2,4,605.06,1754.67,France,37
RES004010,CLI00439,Chefchaouen,2024-01-25,2024-03-23,4,3,169.27,880.2,Maroc,40
RES013847,CLI00761,Marrakech,2024-01-25,2024-02-17,3,4,179.15,779.3,Royaume-Uni,49
RES001121,CLI03830,Casablanca,2024-01-25,2024-03-25,8,4,191.33,2219.43,Maroc,28
RES018327,CLI05424,Agadir,2024-01-25,2024-04-07,5,1,158.79,793.95,Etats-Unis,47
RES008068,CLI03602,Marrakech,2024-01-26,2024-02-19,1,2,227.81,261.98,Allemagne,64
RES009553,CLI02049,Merzouga,2024-01-26,2024-04-18,5,4,654.0,4741.5,Maroc,24
RES013179,CLI03971,Tanger,2024-01-26,2024-02-10,3,2,169.35,584.26,France,49
RES002786,CLI04875,Tanger,2024-01-26,2024-03-09,5,5,148.49,1187.92,Allemagne,57
RES015691,CLI00143,Agadir,2024-01-26,2024-01-28,3,2,203.68,702.7,France,21
RES005126,CLI01176,Chefchaouen,2024-01-26,2024-01-29,4,3,157.37,818.32,Maroc,38
RES016917,CLI01343,Fes,2024-01-26,2024-04-26,5,2,527.34,3032.2,France,18
RES020148,CLI01087,Fes,2024-01-26,2024-03-01,5,2,527.01,3030.31,Maroc,40
RES021741,CLI00220,Marrakech,2024-01-26,2024-03-11,5,1,632.4,3162.0,Belgique,40
RES005076,CLI04001,Chefchaouen,2024-01-26,2024-02-04,5,2,213.89,1229.87,Maroc,42
RES007205,CLI00418,Marrakech,2024-01-27,2024-05-11,5,2,789.35,4538.76,Maroc,45
RES000658,CLI07787,Fes,2024-01-27,2024-03-21,6,1,605.92,3635.52,Maroc,45
RES016057,CLI06493,Casablanca,2024-01-27,2024-02-12,5,2,179.28,1030.86,Espagne,43
RES000170,CLI01392,Agadir,2024-01-27,2024-07-18,4,2,831.6,3825.36,Royaume-Uni,38
RES003415,CLI04601,Essaouira,2024-01-27,2024-02-11,3,4,162.41,706.48,France,30
RES020600,CLI07004,Chefchaouen,2024-01-27,2024-02-10,4,1,198.15,792.6,Etats-Unis,18
RES012040,CLI04029,Essaouira,2024-01-27,2024-05-07,8,2,191.44,1761.25,France,47
RES016974,CLI04870,Tanger,2024-01-27,2024-02-05,5,2,113.35,651.76,Royaume-Uni,40
RES007532,CLI00771,Casablanca,2024-01-27,2024-02-12,6,2,138.51,955.72,France,66
RES010731,CLI06247,Marrakech,2024-01-27,2024-03-12,6,4,783.49,6816.36,Royaume-Uni,53
RES020312,CLI04047,Marrakech,2024-01-27,2024-02-19,3,5,217.18,1042.46,Maroc,33
RES017903,CLI00981,Agadir,2024-01-27,2024-06-06,5,2,790.93,4547.85,France,25
RES024816,CLI07980,Agadir,2024-01-27,2024-02-02,5,2,183.98,1057.88,Maroc,20
RES014932,CLI03813,Marrakech,2024-01-27,2024-03-24,5,5,794.63,6357.04,Royaume-Uni,39
RES022867,CLI07430,Marrakech,2024-01-27,2024-04-22,6,1,610.44,3662.64,Maroc,18
RES011322,CLI01172,Agadir,2024-01-27,2024-02-14,4,4,173.35,1005.43,Autre,18
RES021435,CLI00280,Essaouira,2024-01-28,2024-03-25,4,2,146.76,675.1,Royaume-Uni,40
RES001931,CLI00574,Agadir,2024-01-28,2024-02-03,4,2,198.04,910.98,Maroc,22
RES001625,CLI06457,Marrakech,2024-01-28,2024-02-06,3,2,216.46,746.79,Maroc,38
RES014438,CLI01706,Merzouga,2024-01-28,2024-01-29,7,6,260.1,3186.23,Maroc,52
RES023443,CLI06441,Casablanca,2024-01-28,2024-04-03,6,4,195.01,1696.59,Allemagne,45
RES016665,CLI00174,Marrakech,2024-01-28,2024-02-18,4,2,221.64,1019.54,Allemagne,32
RES022346,CLI04018,Merzouga,2024-01-28,2024-01-29,1,2,247.6,284.74,Royaume-Uni,40
RES017923,CLI03936,Marrakech,2024-01-28,2024-03-12,6,4,679.47,5911.39,Etats-Unis,27
RES022816,CLI07807,Marrakech,2024-01-28,2024-03-09,2,1,716.32,1432.64,Autre,50
RES009824,CLI01491,Casablanca,2024-01-28,2024-02-09,4,1,187.74,750.96,Royaume-Uni,48
RES013174,CLI03341,Marrakech,2024-01-28,2024-01-29,1,4,292.82,424.59,Maroc,41
RES019300,CLI07533,Chefchaouen,2024-01-29,2024-02-04,4,5,177.0,1132.8,Maroc,37
RES010703,CLI01942,Chefchaouen,2024-01-29,2024-03-17,7,2,90.02,724.66,Maroc,49
RES003397,CLI06518,Marrakech,2024-01-29,2024-03-27,4,2,672.92,3095.43,Espagne,57
RES010140,CLI05586,Fes,2024-01-29,2024-03-11,4,2,513.12,2360.35,Belgique,25
RES010374,CLI03032,Chefchaouen,2024-01-29,2024-03-10,5,2,173.38,996.93,Maroc,30
RES017298,CLI05013,Agadir,2024-01-29,2024-02-06,3,4,203.2,883.92,Etats-Unis,44
RES011236,CLI06166,Agadir,2024-01-29,2024-02-22,9,2,176.13,1822.95,Espagne,32
RES006462,CLI04953,Marrakech,2024-01-29,2024-02-21,5,4,243.56,1765.81,France,30
RES011983,CLI01680,Tanger,2024-01-29,2024-01-30,7,4,168.47,1709.97,Maroc,18
RES012640,CLI07973,Essaouira,2024-01-29,2024-02-29,3,2,176.33,608.34,Royaume-Uni,43
RES023237,CLI07156,Marrakech,2024-01-29,2024-04-08,4,4,590.19,3423.1,Maroc,43
RES004675,CLI06940,Chefchaouen,2024-01-29,2024-02-05,4,2,184.28,847.69,France,34
RES009463,CLI03947,Fes,2024-01-29,2024-02-14,7,4,161.51,1639.33,Maroc,29
RES008252,CLI01553,Fes,2024-01-29,2024-02-23,4,4,216.48,1255.58,France,50
RES009887,CLI03834,Fes,2024-01-30,2024-05-20,6,4,630.95,5489.27,Espagne,38
RES012222,CLI05346,Casablanca,2024-01-30,2024-02-14,1,1,181.61,181.61,Royaume-Uni,31
RES010633,CLI02999,Marrakech,2024-01-30,2024-02-02,3,2,201.03,693.55,France,36
RES021521,CLI01295,Merzouga,2024-01-30,2024-03-21,5,4,743.13,5387.69,Maroc,35
RES017255,CLI02059,Chefchaouen,2024-01-30,2024-03-05,7,2,166.74,1342.26,Allemagne,34
RES000741,CLI03479,Marrakech,2024-01-30,2024-04-29,5,2,547.92,3150.54,Espagne,33
RES016504,CLI03451,Fes,2024-01-30,2024-02-09,9,2,194.05,2008.42,Royaume-Uni,61
RES016815,CLI00584,Marrakech,2024-01-30,2024-03-07,3,2,695.06,2397.96,Maroc,34
RES023012,CLI02347,Marrakech,2024-01-30,2024-03-05,6,5,756.11,7258.66,Espagne,47
RES002371,CLI00450,Marrakech,2024-01-31,2024-04-21,6,2,610.46,4212.17,Espagne,47
RES019369,CLI06075,Tanger,2024-01-31,2024-02-15,7,5,136.4,1527.68,Royaume-Uni,29
RES004023,CLI01830,Chefchaouen,2024-01-31,2024-04-07,4,2,469.9,2161.54,France,54
RES012970,CLI02972,Essaouira,2024-01-31,2024-02-15,4,2,218.18,1003.63,Maroc,47
RES024209,CLI04021,Casablanca,2024-01-31,2024-03-21,8,2,151.74,1396.01,Maroc,51
RES013194,CLI02626,Fes,2024-01-31,2024-04-07,3,1,700.57,2101.71,Espagne,18
RES000327,CLI01205,Essaouira,2024-01-31,2024-02-18,5,3,157.13,1021.35,Allemagne,26
RES012720,CLI01007,Casablanca,2024-01-31,2024-02-01,1,2,170.48,196.05,Allemagne,39
RES020273,CLI06747,Marrakech,2024-01-31,2024-02-03,4,1,246.91,987.64,Autre,59
RES010580,CLI05436,Essaouira,2024-01-31,2024-03-26,7,2,188.67,1518.79,Maroc,18
RES002615,CLI04700,Marrakech,2024-02-01,2024-02-29,8,3,236.23,2456.79,France,48
RES008886,CLI01601,Marrakech,2024-02-01,2024-03-07,3,2,492.74,1699.95,Espagne,39
RES024947,CLI00955,Marrakech,2024-02-01,2024-02-02,3,2,212.38,732.71,France,27
RES000425,CLI04083,Marrakech,2024-02-01,2024-02-24,3,2,224.82,775.63,Etats-Unis,50
RES016066,CLI06377,Marrakech,2024-02-01,2024-02-04,8,3,230.91,2401.46,France,46
RES014785,CLI05824,Merzouga,2024-02-01,2024-03-18,6,2,640.97,4422.69,Maroc,35
RES013824,CLI03166,Marrakech,2024-02-01,2024-03-16,5,2,753.15,4330.61,Allemagne,48
RES002610,CLI05531,Marrakech,2024-02-01,2024-02-12,5,4,233.64,1693.89,Autre,24
RES017202,CLI03427,Merzouga,2024-02-02,2024-03-18,7,2,531.56,4279.06,France,48
RES004197,CLI07466,Essaouira,2024-02-02,2024-03-02,6,2,203.1,1401.39,Maroc,20
RES014964,CLI00932,Chefchaouen,2024-02-02,2024-02-29,7,2,178.85,1439.74,Maroc,46
RES017355,CLI04399,Fes,2024-02-02,2024-03-15,7,4,571.57,5801.44,Maroc,42
RES021138,CLI02860,Marrakech,2024-02-02,2024-02-21,3,3,297.52,1160.33,Etats-Unis,33
RES006816,CLI07258,Fes,2024-02-02,2024-04-13,2,3,602.33,1566.06,Allemagne,39
RES021763,CLI01766,Marrakech,2024-02-02,2024-05-02,6,6,561.81,5899.0,Espagne,41
RES003310,CLI00760,Marrakech,2024-02-02,2024-02-13,4,1,210.92,843.68,Belgique,36
RES023297,CLI01435,Casablanca,2024-02-02,2024-02-07,3,1,195.75,587.25,France,40
RES015169,CLI05737,Marrakech,2024-02-02,2024-03-25,6,4,612.07,5325.01,Espagne,35
RES013303,CLI04327,Marrakech,2024-02-02,2024-02-07,3,4,203.88,886.88,France,41
RES007571,CLI07068,Chefchaouen,2024-02-02,2024-02-08,7,2,143.03,1151.39,Maroc,41
RES002867,CLI00056,Marrakech,2024-02-02,2024-04-05,4,3,740.75,3851.9,Espagne,54
RES022082,CLI03824,Casablanca,2024-02-02,2024-05-16,2,2,594.58,1367.53,Belgique,38
RES008471,CLI04217,Essaouira,2024-02-02,2024-02-28,3,2,208.9,720.71,Maroc,66
RES001376,CLI06880,Tanger,2024-02-02,2024-04-27,5,6,151.15,1322.56,Maroc,40
RES023294,CLI07075,Fes,2024-02-02,2024-02-03,4,3,241.34,1254.97,Royaume-Uni,39
RES000543,CLI02637,Merzouga,2024-02-02,2024-02-12,5,2,239.32,1376.09,Maroc,32
RES020912,CLI01079,Marrakech,2024-02-03,2024-04-15,3,2,649.01,2239.08,Espagne,33
RES015447,CLI04922,Merzouga,2024-02-03,2024-02-06,4,2,287.19,1321.07,Maroc,37
RES010778,CLI01098,Fes,2024-02-03,2024-03-15,8,4,651.73,7560.07,France,18
RES020438,CLI04013,Marrakech,2024-02-03,2024-04-04,1,6,798.41,1397.22,Maroc,23
RES011460,CLI05205,Marrakech,2024-02-03,2024-02-08,8,6,282.51,3955.14,Maroc,45
RES014244,CLI03982,Marrakech,2024-02-03,2024-02-21,3,4,190.54,828.85,Allemagne,25
RES000212,CLI05650,Agadir,2024-02-03,2024-02-04,6,1,202.47,1214.82,Allemagne,50
RES024161,CLI00045,Agadir,2024-02-03,2024-02-05,5,2,234.27,1347.05,Maroc,34
RES004370,CLI06561,Casablanca,2024-02-03,2024-02-20,5,1,187.43,937.15,France,35
RES023273,CLI06583,Marrakech,2024-02-03,2024-04-06,1,6,562.55,984.46,Espagne,24
RES001005,CLI04765,Fes,2024-02-03,2024-05-01,5,4,523.03,3791.97,Espagne,53
RES023564,CLI03924,Chefchaouen,2024-02-03,2024-03-03,1,2,164.02,188.62,Belgique,47
RES020232,CLI06775,Merzouga,2024-02-03,2024-02-13,7,5,285.25,3194.8,Allemagne,62
RES016208,CLI00477,Marrakech,2024-02-04,2024-02-12,1,2,193.87,222.95,Etats-Unis,54
RES001465,CLI00614,Marrakech,2024-02-04,2024-05-10,5,1,806.72,4033.6,Maroc,31
RES020029,CLI07462,Essaouira,2024-02-04,2024-05-12,3,4,173.33,753.99,Maroc,46
RES024838,CLI05621,Marrakech,2024-02-04,2024-02-08,5,3,194.02,1261.13,France,26
RES015026,CLI02446,Marrakech,2024-02-04,2024-04-18,2,2,575.36,1323.33,France,24
RES022933,CLI01250,Agadir,2024-02-04,2024-02-06,4,3,223.27,1161.0,Allemagne,21
RES019086,CLI02292,Chefchaouen,2024-02-04,2024-02-11,3,2,138.85,479.03,Maroc,24
RES003715,CLI03992,Marrakech,2024-02-04,2024-02-10,1,2,237.18,272.76,France,56
RES010105,CLI08017,Merzouga,2024-02-04,2024-03-23,7,2,747.6,6018.18,Royaume-Uni,43
RES023231,CLI08028,Fes,2024-02-04,2024-02-16,2,2,187.62,431.53,Maroc,29
RES015369,CLI06996,Marrakech,2024-02-04,2024-03-15,1,4,668.44,969.24,Maroc,39
RES000191,CLI02464,Marrakech,2024-02-04,2024-03-02,2,4,726.67,2107.34,Espagne,36
RES005720,CLI05317,Tanger,2024-02-04,2024-02-28,2,4,202.16,586.26,Maroc,43
RES023423,CLI02683,Fes,2024-02-04,2024-02-23,1,1,152.01,152.01,Maroc,45
RES001132,CLI03383,Marrakech,2024-02-05,2024-05-06,4,1,797.17,3188.68,Belgique,19
RES014255,CLI00567,Marrakech,2024-02-05,2024-03-09,7,2,627.15,5048.56,France,52
RES024524,CLI01624,Agadir,2024-02-05,2024-02-12,7,2,163.36,1315.05,Belgique,25
RES008419,CLI06043,Agadir,2024-02-05,2024-02-19,1,2,158.01,181.71,Espagne,38
RES007525,CLI08322,Essaouira,2024-02-05,2024-06-17,3,3,563.1,2196.09,Allemagne,53
RES002274,CLI05251,Merzouga,2024-02-05,2024-03-02,1,3,818.99,1064.69,Maroc,51
RES022211,CLI06053,Marrakech,2024-02-05,2024-04-22,5,1,572.27,2861.35,Etats-Unis,37
RES016075,CLI03237,Fes,2024-02-05,2024-02-12,2,4,159.68,463.07,France,45
RES002945,CLI06059,Marrakech,2024-02-05,2024-02-25,1,2,215.56,247.89,Maroc,36
RES004131,CLI04085,Fes,2024-02-05,2024-03-13,3,2,550.19,1898.16,Espagne,32
RES023025,CLI06897,Chefchaouen,2024-02-05,2024-02-10,3,2,147.61,509.25,Maroc,41
RES022397,CLI06786,Marrakech,2024-02-05,2024-02-11,6,5,258.2,2478.72,Belgique,19
RES006519,CLI02952,Essaouira,2024-02-05,2024-03-16,5,4,171.65,1244.46,France,18
RES003501,CLI06177,Marrakech,2024-02-05,2024-03-12,4,1,498.01,1992.04,Espagne,24
RES001514,CLI04818,Chefchaouen,2024-02-05,2024-04-15,5,2,487.53,2803.3,Belgique,18
RES001720,CLI04242,Tanger,2024-02-05,2024-03-09,3,2,170.53,588.33,France,21
RES010806,CLI07871,Fes,2024-02-06,2024-02-07,6,1,174.09,1044.54,France,42
RES013795,CLI00885,Fes,2024-02-06,2024-03-21,4,6,507.36,3551.52,Maroc,47
RES004343,CLI05735,Essaouira,2024-02-06,2024-07-03,3,2,478.34,1650.27,France,42
RES006478,CLI04219,Marrakech,2024-02-06,2024-03-09,3,1,665.14,1995.42,Maroc,33
RES011612,CLI00273,Tanger,2024-02-06,2024-02-22,6,3,156.49,1220.62,Maroc,52
RES006812,CLI04411,Fes,2024-02-06,2024-03-08,7,1,598.75,4191.25,Espagne,44
RES023798,CLI04475,Casablanca,2024-02-06,2024-02-07,6,2,123.03,848.91,France,42
RES000927,CLI03374,Chefchaouen,2024-02-06,2024-03-10,1,1,138.27,138.27,France,51
RES020892,CLI03921,Tanger,2024-02-06,2024-05-04,1,2,180.94,208.08,Etats-Unis,31
RES007142,CLI06899,Marrakech,2024-02-06,2024-04-16,7,4,690.54,7008.98,France,18
RES014703,CLI01100,Essaouira,2024-02-06,2024-04-06,6,1,135.28,811.68,Espagne,21
RES008311,CLI00757,Chefchaouen,2024-02-06,2024-05-11,8,5,578.96,7410.69,Royaume-Uni,47
RES022544,CLI02443,Essaouira,2024-02-06,2024-03-20,3,2,184.49,636.49,Espagne,23
RES018568,CLI04329,Essaouira,2024-02-06,2024-02-11,1,3,138.64,180.23,Royaume-Uni,36
RES010233,CLI01778,Marrakech,2024-02-06,2024-02-25,5,2,209.17,1202.73,Maroc,51
RES021104,CLI07188,Essaouira,2024-02-06,2024-02-09,5,2,162.7,935.52,France,24
RES010220,CLI01045,Marrakech,2024-02-06,2024-02-09,4,6,223.78,1566.46,Belgique,35
RES015135,CLI01139,Chefchaouen,2024-02-07,2024-04-18,3,1,499.81,1499.43,Etats-Unis,49
RES005638,CLI00511,Fes,2024-02-07,2024-03-21,3,4,559.05,2431.87,France,19
RES007495,CLI07078,Merzouga,2024-02-07,2024-04-07,5,2,740.35,4257.01,Espagne,25
RES000289,CLI02179,Agadir,2024-02-07,2024-02-13,5,3,180.48,1173.12,Espagne,50
RES002575,CLI06248,Marrakech,2024-02-07,2024-03-28,3,2,715.99,2470.17,Belgique,56
RES001236,CLI05465,Marrakech,2024-02-07,2024-04-13,8,3,651.58,6776.43,France,31
RES001575,CLI01991,Tanger,2024-02-07,2024-02-09,4,1,150.31,601.24,France,52
RES004324,CLI01571,Agadir,2024-02-07,2024-02-14,1,2,220.06,253.07,Royaume-Uni,20
RES007146,CLI00775,Chefchaouen,2024-02-07,2024-02-19,6,1,143.36,860.16,Allemagne,29
RES006116,CLI07846,Agadir,2024-02-07,2024-03-18,4,4,259.14,1503.01,Autre,57
RES014070,CLI02887,Tanger,2024-02-07,2024-02-19,3,2,159.63,550.72,Maroc,40
RES024849,CLI03968,Chefchaouen,2024-02-07,2024-02-28,5,4,124.38,901.75,France,53
RES010490,CLI05283,Marrakech,2024-02-07,2024-02-10,8,2,236.56,2176.35,France,19
RES024029,CLI07606,Marrakech,2024-02-08,2024-02-22,4,1,217.3,869.2,Maroc,34
RES000113,CLI07570,Merzouga,2024-02-08,2024-04-07,4,4,839.6,4869.68,Maroc,34
RES014792,CLI04592,Marrakech,2024-02-08,2024-02-25,6,6,234.36,2460.78,Espagne,32
RES014549,CLI00605,Marrakech,2024-02-08,2024-02-27,2,2,273.45,628.93,Maroc,44
RES009336,CLI07026,Fes,2024-02-08,2024-04-05,3,2,656.53,2265.03,Maroc,31
RES005676,CLI04556,Agadir,2024-02-08,2024-02-09,3,2,243.29,839.35,Belgique,37
RES013676,CLI01244,Marrakech,2024-02-08,2024-03-10,3,1,736.82,2210.46,Royaume-Uni,34
RES003637,CLI01601,Agadir,2024-02-09,2024-03-20,6,3,202.13,1576.61,France,70
RES024197,CLI03310,Merzouga,2024-02-09,2024-02-28,5,2,241.61,1389.26,France,31
RES016213,CLI02852,Marrakech,2024-02-09,2024-03-16,4,2,660.79,3039.63,Maroc,38
RES014956,CLI06798,Marrakech,2024-02-09,2024-04-28,3,1,782.53,2347.59,Maroc,38
RES011123,CLI05415,Agadir,2024-02-09,2024-02-10,3,6,226.79,1190.65,Belgique,41
RES006438,CLI00141,Marrakech,2024-02-09,2024-03-11,3,3,772.37,3012.24,France,44
